HourUTC,PriceArea,mismatch,renewable_share,SpotPriceDKK
2024-01-31 22:00:00,DK1,1861.3094270000001,0.8803415291967572,296.149994
2024-01-31 22:00:00,DK2,271.1280569999999,0.8171808850774722,11.93
2024-01-31 21:00:00,DK1,1887.1102820000006,0.896879064431288,249.929993
2024-01-31 21:00:00,DK2,249.4889659999999,0.7963857825144062,27.799999
2024-01-31 20:00:00,DK1,1750.4675089999996,0.9007668696854609,254.179993
2024-01-31 20:00:00,DK2,215.16330400000015,0.7658166406235903,121.800003
2024-01-31 19:00:00,DK1,1708.5714790000006,0.8999623395222907,274.309998
2024-01-31 19:00:00,DK2,224.609557,0.7222357680768782,149.300003
2024-01-31 18:00:00,DK1,1787.6761269999997,0.8921238477487332,307.399994
2024-01-31 18:00:00,DK2,205.8110340000003,0.6960675533520446,152.809998
2024-01-31 17:00:00,DK1,1736.0817260000003,0.8949460466822432,350.26001
2024-01-31 17:00:00,DK2,140.35817600000019,0.6720122149383452,198.279999
2024-01-31 16:00:00,DK1,1670.7874839999995,0.890792973888396,367.929993
2024-01-31 16:00:00,DK2,82.1008480000005,0.6649593587505842,367.929993
2024-01-31 15:00:00,DK1,1573.8341759999998,0.8997438572947614,297.559998
2024-01-31 15:00:00,DK2,193.75235199999997,0.66730641181527,193.880005
2024-01-31 14:00:00,DK1,1466.325839,0.8951840065007378,297.940002
2024-01-31 14:00:00,DK2,231.21488300000055,0.6639341613664126,149.75
2024-01-31 13:00:00,DK1,1578.3367689999995,0.8938090699364118,298.529999
2024-01-31 13:00:00,DK2,204.07145599999967,0.667556092768979,149.679993
2024-01-31 12:00:00,DK1,1689.9918260000004,0.8874468812194346,346.01001
2024-01-31 12:00:00,DK2,147.3101499999998,0.6651092608098146,152.360001
2024-01-31 11:00:00,DK1,1555.258085,0.8759445976019443,400.5
2024-01-31 11:00:00,DK2,133.0761849999999,0.6736469902904518,152.660004
