HourUTC,PriceArea,mismatch,renewable_share,renewable,consumption,SpotPriceDKK,wind_speed,temperature,sunshine
2024-01-31 22:00:00+00:00,DK1,1861.3094270000001,0.8803415291967572,4417.887884,3157.070074,296.149994,11.46346153846154,5.045757575757576,0.0
2024-01-31 22:00:00+00:00,DK2,271.1280569999999,0.8171808850774722,1612.5590539999998,1702.191539,11.93,11.46346153846154,5.045757575757576,0.0
2024-01-31 21:00:00+00:00,DK1,1887.1102820000006,0.896879064431288,4754.276562,3413.801235,249.929993,12.050943396226415,5.054491017964072,0.0
2024-01-31 21:00:00+00:00,DK2,249.4889659999999,0.7963857825144062,1621.8149430000003,1786.980015,27.799999,12.050943396226415,5.054491017964072,0.0
2024-01-31 20:00:00+00:00,DK1,1750.4675089999996,0.9007668696854609,4810.912231,3590.439659,254.179993,12.047169811320757,4.930654761904762,0.0
2024-01-31 20:00:00+00:00,DK2,215.16330400000015,0.7658166406235903,1611.4571120000003,1889.070303,121.800003,12.047169811320757,4.930654761904762,0.0
2024-01-31 19:00:00+00:00,DK1,1708.5714790000006,0.8999623395222907,4809.673725000001,3635.73407,274.309998,11.90566037735849,4.932142857142857,0.0
2024-01-31 19:00:00+00:00,DK2,224.609557,0.7222357680768782,1597.0501220000003,1986.649138,149.300003,11.90566037735849,4.932142857142857,0.0
2024-01-31 18:00:00+00:00,DK1,1787.6761269999997,0.8921238477487332,4801.901851,3594.874584,307.399994,11.430188679245283,4.908630952380952,0.0
2024-01-31 18:00:00+00:00,DK2,205.8110340000003,0.6960675533520446,1582.2320980000002,2067.29032,152.809998,11.430188679245283,4.908630952380952,0.0
2024-01-31 17:00:00+00:00,DK1,1736.0817260000003,0.8949460466822432,4827.785161,3658.416835,350.26001,10.884905660377358,4.777976190476191,0.0
2024-01-31 17:00:00+00:00,DK2,140.35817600000019,0.6720122149383452,1559.851708,2180.807531,198.279999,10.884905660377358,4.777976190476191,0.0
2024-01-31 16:00:00+00:00,DK1,1670.7874839999995,0.890792973888396,4815.893399999999,3735.511781,367.929993,10.345283018867924,4.647321428571429,4.888888888888889
2024-01-31 16:00:00+00:00,DK2,82.1008480000005,0.6649593587505842,1535.2865279999999,2226.741802,367.929993,10.345283018867924,4.647321428571429,4.888888888888889
2024-01-31 15:00:00+00:00,DK1,1573.8341759999998,0.8997438572947614,4794.723156,3755.152643,297.559998,10.18301886792453,4.630952380952381,9.833333333333334
2024-01-31 15:00:00+00:00,DK2,193.75235199999997,0.66730641181527,1546.7457630000001,2124.142,193.880005,10.18301886792453,4.630952380952381,9.833333333333334
2024-01-31 14:00:00+00:00,DK1,1466.325839,0.8951840065007378,4759.796016,3850.788834,297.940002,9.820754716981131,4.761607142857143,9.314814814814817
2024-01-31 14:00:00+00:00,DK2,231.21488300000055,0.6639341613664126,1522.105333,2061.339743,149.75,9.820754716981131,4.761607142857143,9.314814814814817
2024-01-31 13:00:00+00:00,DK1,1578.3367689999995,0.8938090699364118,4793.069347999999,3784.183605,298.529999,9.256603773584906,5.011011904761905,12.74074074074074
2024-01-31 13:00:00+00:00,DK2,204.07145599999967,0.667556092768979,1539.9057860000003,2102.709656,149.679993,9.256603773584906,5.011011904761905,12.74074074074074
2024-01-31 12:00:00+00:00,DK1,1689.9918260000004,0.8874468812194346,4808.209496,3728.033295,346.01001,8.720754716981132,5.171428571428571,13.27777777777778
